COOPID, YEAR, MONTH, DAY, precipitation
83470,2022,6,29,-99.99000
83470,2022,6,30,-99.99000
83470,2022,7,1,0.00000
83470,2022,7,2,-99.99000
83470,2022,7,3,0.05000
83470,2022,7,4,-99.99000
83470,2022,7,5,-99.99000
83470,2022,7,6,-99.99000
83470,2022,7,7,-99.99000
83470,2022,7,8,-99.99000
83470,2022,7,9,-99.99000
83470,2022,7,10,-99.99000
83470,2022,7,11,-99.99000
83470,2022,7,12,-99.99000
83470,2022,7,13,-99.99000
83470,2022,7,14,-99.99000
83470,2022,7,15,-99.99000
83470,2022,7,16,-99.99000
83470,2022,7,17,-99.99000
83470,2022,7,18,-99.99000
83470,2022,7,19,-99.99000
83470,2022,7,20,-99.99000
83470,2022,7,21,-99.99000
83470,2022,7,22,-99.99000
83470,2022,7,23,-99.99000
83470,2022,7,24,-99.99000
83470,2022,7,25,0.05000
83470,2022,7,26,-99.99000
83470,2022,7,27,-99.99000
83470,2022,7,28,-99.99000
83470,2022,7,29,-99.99000
83470,2022,7,30,-99.99000
83470,2022,7,31,-99.99000
83470,2022,8,1,-99.99000
83470,2022,8,2,-99.99000
83470,2022,8,3,-99.99000
83470,2022,8,4,-99.99000
83470,2022,8,5,-99.99000
83470,2022,8,6,-99.99000
83470,2022,8,7,-99.99000
83470,2022,8,8,-99.99000
83470,2022,8,9,-99.99000
83470,2022,8,10,-99.99000
83470,2022,8,11,-99.99000
83470,2022,8,12,-99.99000
83470,2022,8,13,-99.99000
83470,2022,8,14,-99.99000
83470,2022,8,15,-99.99000
83470,2022,8,16,-99.99000
83470,2022,8,17,-99.99000
83470,2022,8,18,-99.99000
83470,2022,8,19,-99.99000
83470,2022,8,20,-99.99000
83470,2022,8,21,-99.99000
83470,2022,8,22,-99.99000
83470,2022,8,23,-99.99000
83470,2022,8,24,-99.99000
83470,2022,8,25,-99.99000
83470,2022,8,26,-99.99000
83470,2022,8,27,-99.99000
83470,2022,8,28,-99.99000
83470,2022,8,29,-99.99000
83470,2022,8,30,-99.99000
83470,2022,8,31,-99.99000
83470,2022,9,1,-99.99000
83470,2022,9,2,-99.99000
83470,2022,9,3,-99.99000
83470,2022,9,4,-99.99000
83470,2022,9,5,-99.99000
83470,2022,9,6,-99.99000
83470,2022,9,7,0.50000
83470,2022,9,8,-99.99000
83470,2022,9,9,-99.99000
83470,2022,9,10,-99.99000
83470,2022,9,11,-99.99000
83470,2022,9,12,-99.99000
83470,2022,9,13,-99.99000
83470,2022,9,14,-99.99000
83470,2022,9,15,-99.99000
83470,2022,9,16,-99.99000
83470,2022,9,17,-99.99000
83470,2022,9,18,-99.99000
83470,2022,9,19,-99.99000
83470,2022,9,20,-99.99000
83470,2022,9,21,-99.99000
83470,2022,9,22,-99.99000
83470,2022,9,23,-99.99000
83470,2022,9,24,-99.99000
83470,2022,9,25,-99.99000
83470,2022,9,26,-99.99000
83470,2022,9,27,-99.99000
83470,2022,9,28,-99.99000
83470,2022,9,29,-99.99000
83470,2022,9,30,-99.99000
83470,2022,10,1,-99.99000
83470,2022,10,2,-99.99000
83470,2022,10,3,-99.99000
83470,2022,10,4,-99.99000
83470,2022,10,5,-99.99000
83470,2022,10,6,-99.99000
83470,2022,10,7,-99.99000
83470,2022,10,8,-99.99000
83470,2022,10,9,-99.99000
83470,2022,10,10,-99.99000
83470,2022,10,11,-99.99000
83470,2022,10,12,-99.99000
83470,2022,10,13,-99.99000
83470,2022,10,14,-99.99000
83470,2022,10,15,-99.99000
83470,2022,10,16,-99.99000
83470,2022,10,17,-99.99000
83470,2022,10,18,-99.99000
83470,2022,10,19,-99.99000
83470,2022,10,20,-99.99000
83470,2022,10,21,-99.99000
83470,2022,10,22,-99.99000
83470,2022,10,23,-99.99000
83470,2022,10,24,-99.99000
83470,2022,10,25,-99.99000
83470,2022,10,26,-99.99000
83470,2022,10,27,-99.99000
83470,2022,10,28,-99.99000
83470,2022,10,29,-99.99000
83470,2022,10,30,-99.99000
83470,2022,10,31,-99.99000
83470,2022,11,1,-99.99000
83470,2022,11,2,-99.99000
83470,2022,11,3,-99.99000
83470,2022,11,4,-99.99000
83470,2022,11,5,-99.99000
83470,2022,11,6,-99.99000
83470,2022,11,7,0.60000
83470,2022,11,8,-99.99000
83470,2022,11,9,-99.99000
83470,2022,11,10,-99.99000
83470,2022,11,11,-99.99000
83470,2022,11,12,-99.99000
83470,2022,11,13,-99.99000
83470,2022,11,14,-99.99000
83470,2022,11,15,-99.99000
83470,2022,11,16,-99.99000
83470,2022,11,17,-99.99000
83470,2022,11,18,-99.99000
83470,2022,11,19,-99.99000
83470,2022,11,20,-99.99000
83470,2022,11,21,-99.99000
83470,2022,11,22,-99.99000
83470,2022,11,23,-99.99000
83470,2022,11,24,-99.99000
83470,2022,11,25,-99.99000
83470,2022,11,26,-99.99000
83470,2022,11,27,-99.99000
83470,2022,11,28,-99.99000
83470,2022,11,29,-99.99000
83470,2022,11,30,-99.99000
83470,2022,12,1,-99.99000
83470,2022,12,2,-99.99000
83470,2022,12,3,-99.99000
83470,2022,12,4,-99.99000
83470,2022,12,5,-99.99000
83470,2022,12,6,-99.99000
83470,2022,12,7,-99.99000
83470,2022,12,8,-99.99000
83470,2022,12,9,-99.99000
83470,2022,12,10,-99.99000
83470,2022,12,11,-99.99000
83470,2022,12,12,-99.99000
83470,2022,12,13,-99.99000
83470,2022,12,14,-99.99000
83470,2022,12,15,-99.99000
83470,2022,12,16,-99.99000
83470,2022,12,17,-99.99000
83470,2022,12,18,-99.99000
83470,2022,12,19,-99.99000
83470,2022,12,20,-99.99000
83470,2022,12,21,-99.99000
83470,2022,12,22,-99.99000
83470,2022,12,23,-99.99000
83470,2022,12,24,-99.99000
83470,2022,12,25,-99.99000
83470,2022,12,26,-99.99000
83470,2022,12,27,-99.99000
83470,2022,12,28,-99.99000
83470,2022,12,29,-99.99000
83470,2022,12,30,-99.99000
83470,2022,12,31,-99.99000
83470,2023,1,1,-99.99000
